row_mod,text,conll_03,text,xlmr_output,domain,format,is_match,mention_level,error_type,illegal_flag,comment,repeated issue,,lingering = not fixed by CoNLL++ or ReCoNLL,
14,seen,O,seen,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
15,seeking,O,seeking,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
16,to,O,to,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
17,rein,O,rein,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
18,in,O,in,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
19,dollar,O,dollar,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
20,.,O,.,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
21,,,,,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
22,George,B-PER,George,B-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
23,Nishiyama,I-PER,Nishiyama,I-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
24,,,,,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
25,TOKYO,B-LOC,TOKYO,B-LOC,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
26,1996-12-06,O,1996-12-06,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
27,,,,,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
28,Comments,O,Comments,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
29,by,O,by,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
30,Japan,B-LOC,Japan,B-LOC,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
31,'s,O,s,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
32,tight-lipped,O,tight-lipped,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
33,central,O,central,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
34,bank,O,bank,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
35,chief,O,chief,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
36,and,O,and,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
37,an,O,an,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
38,influential,O,influential,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
39,top,O,top,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
40,bureaucrat,O,bureaucrat,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
41,are,O,are,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
42,further,O,further,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
43,signs,O,signs,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
44,that,O,that,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
45,the,O,the,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
46,nation,O,nation,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
47,'s,O,s,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
48,authorities,O,authorities,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
49,want,O,want,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
50,to,O,to,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
51,keep,O,keep,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
52,the,O,the,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
53,dollar,O,dollar,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
54,at,O,at,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
55,current,O,current,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
56,levels,O,levels,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
57,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
58,market,O,market,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
59,sources,O,sources,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
60,said,O,said,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
61,on,O,on,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
62,Friday,O,Friday,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
63,.,O,.,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
64,,,,,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
65,In,O,In,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
66,a,O,a,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
67,rare,O,rare,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
68,expression,O,expression,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
69,of,O,of,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
70,a,O,a,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
71,view,O,view,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
72,on,O,on,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
73,currencies,O,currencies,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
74,by,O,by,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
75,the,O,the,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
76,Bank,B-ORG,Bank,B-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
77,of,I-ORG,of,I-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
78,Japan,I-ORG,Japan,I-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
79,(,O,(,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
80,BOJ,B-ORG,BOJ,B-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
81,),O,),O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
82,governor,O,governor,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
83,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
84,Yasuo,B-PER,Yasuo,B-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
85,Matsushita,I-PER,Matsushita,I-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
86,was,O,was,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
87,quoted,O,quoted,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
88,in,O,in,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
89,Japan,B-LOC,Japan,B-LOC,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
90,'s,O,s,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
91,leading,O,leading,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
92,economic,O,economic,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
93,daily,O,daily,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
94,on,O,on,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
95,Friday,O,Friday,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
96,as,O,as,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
97,saying,O,saying,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
98,that,O,that,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
99,he,O,he,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
0,sees,O,sees,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
1,no,O,no,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
2,further,O,further,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
3,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
4,immediate,O,immediate,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
5,fall,O,fall,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
6,in,O,in,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
7,the,O,the,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
8,yen,O,yen,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
9,.,O,.,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
10,,,,,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
11,This,O,This,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
12,followed,O,followed,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
13,a,O,a,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
14,widely,O,widely,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
15,watched,O,watched,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
16,television,O,television,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
17,appearance,O,appearance,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
18,late,O,late,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
19,on,O,on,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
20,Thursday,O,Thursday,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
21,by,O,by,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
22,Eisuke,B-PER,Eisuke,B-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
23,Sakakibara,I-PER,Sakakibara,I-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
24,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
25,a,O,a,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
26,high-ranking,O,high-ranking,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
27,Finance,B-ORG,Finance,B-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
28,Ministry,I-ORG,Ministry,I-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
29,official,O,official,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
30,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
31,who,O,who,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
32,denied,O,denied,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
33,he,O,he,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
34,had,O,had,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
35,said,O,said,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
36,he,O,he,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
37,wants,O,wants,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
38,to,O,to,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
39,guide,O,guide,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
40,the,O,the,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
41,dollar,O,dollar,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
42,lower,O,lower,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
43,to,O,to,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
44,between,O,between,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
45,108,O,108,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
46,and,O,and,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
47,110,O,110,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
48,yen,O,yen,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
49,.,O,.,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
50,,,,,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
51,But,O,But,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
52,many,O,many,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
53,in,O,in,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
54,the,O,the,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
55,market,O,market,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
56,thought,O,thought,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
57,Sakakibara,B-PER,Sakakibara,B-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
58,'s,O,s,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
59,real,O,real,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
60,intentions,O,intentions,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
61,lay,O,lay,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
62,elsewhere,O,elsewhere,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
63,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
64,and,O,and,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
65,took,O,took,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
66,more,O,more,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
67,notice,O,notice,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
68,of,O,of,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
69,his,O,his,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
70,comments,O,comments,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
71,about,O,about,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
72,the,O,the,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
73,U.S.,B-LOC,U.S.,B-LOC,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
74,government,O,government,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
75,'s,O,s,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
76,stance,O,stance,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
77,on,O,on,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
78,the,O,the,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
79,dollar,O,dollar,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
80,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
81,dealers,O,dealers,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
82,said,O,said,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
83,.,O,.,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
84,,,,,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
85,"\""",O,"\""",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
86,I,O,I,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
87,think,O,think,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
88,his,O,his,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
89,views,O,views,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
90,on,O,on,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
91,(,O,(,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
92,U.S.,B-ORG,U.S.,B-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
93,Treasury,I-ORG,Treasury,I-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
94,Secretary,O,Secretary,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
95,Robert,B-PER,Robert,B-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
96,),O,),O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
97,Rubin,B-PER,Rubin,B-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
98,'s,O,s,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
99,comments,O,comments,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
0,were,O,were,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
1,indeed,O,indeed,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
2,what,O,what,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
3,he,O,he,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
4,himself,O,himself,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
5,thinks,O,thinks,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
6,about,O,about,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
7,the,O,the,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
8,dollar,O,dollar,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
9,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
10,"\""",O,"\""",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
11,said,O,said,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
12,Hank,B-PER,Hank,B-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
13,Note,I-PER,Note,I-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
14,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
15,chief,O,chief,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
16,dealer,O,dealer,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
17,at,O,at,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
18,Sumitomo,B-ORG,Sumitomo,B-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
19,Bank,I-ORG,Bank,I-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
20,.,O,.,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
21,,,,,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
22,Asked,O,Asked,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
23,about,O,about,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
24,Rubin,B-PER,Rubin,B-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
25,'s,O,s,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
26,comment,O,comment,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
27,that,O,that,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
28,a,O,a,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
29,strong,O,strong,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
30,dollar,O,dollar,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
31,was,O,was,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
32,in,O,in,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
33,U.S.,B-LOC,U.S.,B-LOC,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
34,interests,O,interests,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
35,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
36,Sakakibara,B-PER,Sakakibara,B-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
37,said,O,said,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
38,the,O,the,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
39,remark,O,remark,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
40,does,O,does,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
41,not,O,not,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
42,necessarily,O,necessarily,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
43,mean,O,mean,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
44,the,O,the,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
45,United,B-LOC,United,B-LOC,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
46,States,I-LOC,States,I-LOC,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
47,supports,O,supports,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
48,a,O,a,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
49,stronger,O,stronger,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
50,dollar,O,dollar,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
51,.,O,.,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
52,,,,,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
53,"\""",O,"\""",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
54,It,O,It,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
55,'s,O,s,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
56,a,O,a,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
57,strong,O,strong,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
58,dollar,O,dollar,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
59,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
60,not,O,not,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
61,stronger,O,stronger,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
62,.,O,.,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
63,,,,,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
64,In,O,In,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
65,that,O,that,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
66,sense,O,sense,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
67,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
68,the,O,the,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
69,comments,O,comments,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
70,are,O,are,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
71,not,O,not,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
72,pointing,O,pointing,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
73,to,O,to,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
74,a,O,a,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
75,certain,O,certain,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
76,direction,O,direction,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
77,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
78,"\""",O,"\""",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
79,he,O,he,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
80,said,O,said,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
81,.,O,.,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
82,,,,,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
83,"\""",O,"\""",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
84,It,O,It,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
85,shows,O,shows,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
86,that,O,that,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
87,Sakakibara,B-PER,Sakakibara,B-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
88,is,O,is,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
89,not,O,not,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
90,for,O,for,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
91,a,O,a,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
92,stronger,O,stronger,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
93,dollar,O,dollar,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
94,either,O,either,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
95,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
96,"\""",O,"\""",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
97,said,O,said,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
98,Sumitomo,B-ORG,Sumitomo,B-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
99,'s,O,s,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
0,Note,B-PER,Note,O,ECONOMY,TEXT ARTICLE,No,^,CONLL ERROR,,,CONLL TYPE ERROR,,,
1,.,O,.,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
2,,,,,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
3,Takao,B-PER,Takao,B-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
4,Sakoh,I-PER,Sakoh,I-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
5,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
6,first,O,first,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
7,vice,O,vice,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
8,president,O,president,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
9,at,O,at,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
10,Union,B-ORG,Union,B-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
11,Bank,I-ORG,Bank,I-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
12,of,I-ORG,of,I-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
13,Switzerland,I-ORG,Switzerland,I-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
14,in,O,in,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
15,Tokyo,B-LOC,Tokyo,B-LOC,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
16,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
17,said,O,said,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
18,:,O,:,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
19,"\""",O,"\""",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
20,Maybe,O,Maybe,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
21,a,O,a,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
22,dollar,O,dollar,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
23,at,O,at,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
24,104.50,O,104.5,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
25,yen,O,yen,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
26,is,O,is,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
27,not,O,not,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
28,acceptable,O,acceptable,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
29,(,O,(,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
30,to,O,to,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
31,Sakakibara,B-PER,Sakakibara,B-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
32,),O,),O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
33,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
34,but,O,but,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
35,it,O,it,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
36,may,O,may,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
37,be,O,be,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
38,okay,O,okay,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
39,at,O,at,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
40,the,O,the,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
