row_mod,text,conll#,text,xlmr_outputs,domain,format,is_match,mention_level,error_type,illegal_flag,comment,repeated issue,,,
6,Michael,B-PER,Michael,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
7,Frederick,I-PER,Frederick,I-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
8,knocked,O,knocked,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
9,on,O,on,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
10,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
11,door,O,door,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
12,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
13,Lester,B-PER,Lester,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
14,Lawhon,I-PER,Lawhon,I-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
15,'s,O,'s,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
16,trailer,O,trailer,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
17,in,O,in,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
18,an,O,an,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
19,attempt,O,attempt,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
20,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
21,rob,O,rob,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
22,it,O,it,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
23,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
24,police,O,police,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
25,said,O,said,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
26,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
27,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
28,Lester,B-PER,Lester,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
29,Lawhon,I-PER,Lawhon,I-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
30,was,O,was,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
31,taken,O,taken,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
32,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
33,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
34,nearby,O,nearby,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
35,airstrip,O,airstrip,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
36,where,O,where,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
37,he,O,he,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
38,was,O,was,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
39,bludgeoned,O,bludgeoned,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
40,with,O,with,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
41,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
42,tire,O,tire,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
43,iron,O,iron,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
44,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
45,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
46,Mills,B-PER,Mills,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
47,then,O,then,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
48,fired,O,fired,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
49,two,O,two,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
50,shots,O,shots,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
51,that,O,that,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
52,killed,O,killed,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
53,Lawhon,B-PER,Lawhon,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
54,as,O,as,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
55,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
56,victim,O,victim,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
57,tried,O,tried,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
58,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
59,run,O,run,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
60,away,O,away,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
61,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
62,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
63,Frederick,B-PER,Frederick,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
64,is,O,is,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
65,serving,O,serving,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
66,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
67,347-year,O,347-year,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
68,sentence,O,sentence,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
69,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
70,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
71,-DOCSTART-,O,-DOCSTART-,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
72,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
73,New,B-LOC,New,B-LOC,ECONOMY,DATA REPORT,Yes,,,,,,,,
74,York,I-LOC,York,I-LOC,ECONOMY,DATA REPORT,Yes,,,,,,,,
75,grain,O,grain,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
76,freight,O,freight,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
77,fixtures,O,fixtures,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
78,-,O,-,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
79,Dec,O,Dec,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
80,5,O,5,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
81,.,O,.,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
82,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
83,NEW,B-LOC,NEW,B-LOC,ECONOMY,DATA REPORT,Yes,,,,,,,,
84,YORK,I-LOC,YORK,I-LOC,ECONOMY,DATA REPORT,Yes,,,,,,,,
85,1996-12-06,O,1996-12-06,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
86,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
87,Mana,O,Mana,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
88,"50,000",O,"50,000",O,ECONOMY,DATA REPORT,Yes,,,,,,,,
89,tonnes,O,tonnes,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
90,soybeans,O,soybeans,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
91,USG,B-ORG,USG,B-ORG,ECONOMY,DATA REPORT,Yes,,,,,,,,
92,/,O,/,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
93,China,B-LOC,China,B-LOC,ECONOMY,DATA REPORT,Yes,,,,,,,,
94,10-15/12,O,10-15/12,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
95,$,O,$,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
96,23.50,O,23.50,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
97,"10,000",O,"10,000",O,ECONOMY,DATA REPORT,Yes,,,,,,,,
98,/,O,/,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
99,"4,000",O,"4,000",I-LOC,ECONOMY,DATA REPORT,No,^,SPURIOUS,ILLEGAL,,,,,
0,GeePee,B-ORG,GeePee,O,ECONOMY,DATA REPORT,No,^,MISSED,,,RARE ENTITY,,,
1,.,O,.,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
2,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
3,--,O,--,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
4,New,B-ORG,New,B-ORG,ECONOMY,DATA REPORT,Yes,,,,,,,,
5,York,I-ORG,York,I-ORG,ECONOMY,DATA REPORT,Yes,,,,,,,,
6,Commodities,I-ORG,Commodities,I-ORG,ECONOMY,DATA REPORT,Yes,,,,,,,,
7,Desk,I-ORG,Desk,I-ORG,ECONOMY,DATA REPORT,Yes,,,,,,,,
8,+1,O,+1,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
9,212,O,212,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
10,859,O,859,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
11,1640,O,1640,O,ECONOMY,DATA REPORT,Yes,,,,,,,,
12,,,,,ECONOMY,DATA REPORT,Yes,,,,,,,,
13,-DOCSTART-,O,-DOCSTART-,O,ECONOMY,HYBRID,Yes,,,,,,,,
14,,,,,ECONOMY,HYBRID,Yes,,,,,,,,
15,Iowa-S,B-MISC,Iowa-S,B-LOC,ECONOMY,HYBRID,No,^,,,,,,,
16,Minn,I-MISC,Minn,I-LOC,ECONOMY,HYBRID,No,^,BOUNDARY ERROR,,,,,,
17,fed,O,fed,O,ECONOMY,HYBRID,Yes,,,,,,,,
18,cattle,O,cattle,O,ECONOMY,HYBRID,Yes,,,,,,,,
19,market,O,market,O,ECONOMY,HYBRID,Yes,,,,,,,,
20,quiet,O,quiet,O,ECONOMY,HYBRID,Yes,,,,,,,,
21,",",O,",",O,ECONOMY,HYBRID,Yes,,,,,,,,
22,no,O,no,O,ECONOMY,HYBRID,Yes,,,,,,,,
23,sales,O,sales,O,ECONOMY,HYBRID,Yes,,,,,,,,
24,-,O,-,O,ECONOMY,HYBRID,Yes,,,,,,,,
25,USDA,B-MISC,USDA,B-ORG,ECONOMY,HYBRID,No,^,TYPE ERROR,,MISC > ORG,,,,
26,.,O,.,O,ECONOMY,HYBRID,Yes,,,,,,,,
27,,,,,ECONOMY,HYBRID,Yes,,,,,,,,
28,DES,B-LOC,DES,B-LOC,ECONOMY,HYBRID,Yes,,,,,,,,
29,MOINES,I-LOC,MOINES,I-LOC,ECONOMY,HYBRID,Yes,,,,,,,,
30,1996-12-06,O,1996-12-06,O,ECONOMY,HYBRID,Yes,,,,,,,,
31,,,,,ECONOMY,HYBRID,Yes,,,,,,,,
32,Slaughter,O,Slaughter,O,ECONOMY,HYBRID,Yes,,,,,,,,
33,steers,O,steers,O,ECONOMY,HYBRID,Yes,,,,,,,,
34,and,O,and,O,ECONOMY,HYBRID,Yes,,,,,,,,
35,heifers,O,heifers,O,ECONOMY,HYBRID,Yes,,,,,,,,
36,not,O,not,O,ECONOMY,HYBRID,Yes,,,,,,,,
37,tested,O,tested,O,ECONOMY,HYBRID,Yes,,,,,,,,
38,",",O,",",O,ECONOMY,HYBRID,Yes,,,,,,,,
39,compared,O,compared,O,ECONOMY,HYBRID,Yes,,,,,,,,
40,with,O,with,O,ECONOMY,HYBRID,Yes,,,,,,,,
41,Thursday,O,Thursday,O,ECONOMY,HYBRID,Yes,,,,,,,,
42,'s,O,'s,O,ECONOMY,HYBRID,Yes,,,,,,,,
43,close,O,close,O,ECONOMY,HYBRID,Yes,,,,,,,,
44,",",O,",",O,ECONOMY,HYBRID,Yes,,,,,,,,
45,USDA,B-ORG,USDA,B-ORG,ECONOMY,HYBRID,Yes,,,,,,,,
46,said,O,said,O,ECONOMY,HYBRID,Yes,,,,,,,,
47,.,O,.,O,ECONOMY,HYBRID,Yes,,,,,,,,
48,,,,,ECONOMY,HYBRID,Yes,,,,,,,,
49,Trade,O,Trade,O,ECONOMY,HYBRID,Yes,,,,,,,,
50,slow,O,slow,O,ECONOMY,HYBRID,Yes,,,,,,,,
51,.,O,.,O,ECONOMY,HYBRID,Yes,,,,,,,,
52,,,,,ECONOMY,HYBRID,Yes,,,,,,,,
53,Demand,O,Demand,O,ECONOMY,HYBRID,Yes,,,,,,,,
54,and,O,and,O,ECONOMY,HYBRID,Yes,,,,,,,,
55,seller,O,seller,O,ECONOMY,HYBRID,Yes,,,,,,,,
56,interest,O,interest,O,ECONOMY,HYBRID,Yes,,,,,,,,
57,light,O,light,O,ECONOMY,HYBRID,Yes,,,,,,,,
58,.,O,.,O,ECONOMY,HYBRID,Yes,,,,,,,,
59,,,,,ECONOMY,HYBRID,Yes,,,,,,,,
60,Offerings,O,Offerings,O,ECONOMY,HYBRID,Yes,,,,,,,,
61,light,O,light,O,ECONOMY,HYBRID,Yes,,,,,,,,
62,.,O,.,O,ECONOMY,HYBRID,Yes,,,,,,,,
63,,,,,ECONOMY,HYBRID,Yes,,,,,,,,
64,Steers,O,Steers,O,ECONOMY,HYBRID,Yes,,,,,,,,
65,-,O,-,O,ECONOMY,HYBRID,Yes,,,,,,,,
66,Select,O,Select,O,ECONOMY,HYBRID,Yes,,,,,,,,
67,and,O,and,O,ECONOMY,HYBRID,Yes,,,,,,,,
68,Choice,O,Choice,O,ECONOMY,HYBRID,Yes,,,,,,,,
69,2-4,O,2-4,O,ECONOMY,HYBRID,Yes,,,,,,,,
70,no,O,no,O,ECONOMY,HYBRID,Yes,,,,,,,,
71,sales,O,sales,O,ECONOMY,HYBRID,Yes,,,,,,,,
72,.,O,.,O,ECONOMY,HYBRID,Yes,,,,,,,,
73,,,,,ECONOMY,HYBRID,Yes,,,,,,,,
74,Heifers,O,Heifers,O,ECONOMY,HYBRID,Yes,,,,,,,,
75,-,O,-,O,ECONOMY,HYBRID,Yes,,,,,,,,
76,Select,O,Select,O,ECONOMY,HYBRID,Yes,,,,,,,,
77,and,O,and,O,ECONOMY,HYBRID,Yes,,,,,,,,
78,Choice,O,Choice,O,ECONOMY,HYBRID,Yes,,,,,,,,
79,2-4,O,2-4,O,ECONOMY,HYBRID,Yes,,,,,,,,
80,no,O,no,O,ECONOMY,HYBRID,Yes,,,,,,,,
81,sales,O,sales,O,ECONOMY,HYBRID,Yes,,,,,,,,
82,.,O,.,O,ECONOMY,HYBRID,Yes,,,,,,,,
83,,,,,ECONOMY,HYBRID,Yes,,,,,,,,
84,Carcass,O,Carcass,O,ECONOMY,HYBRID,Yes,,,,,,,,
85,Basis,O,Basis,O,ECONOMY,HYBRID,Yes,,,,,,,,
86,(,O,(,O,ECONOMY,HYBRID,Yes,,,,,,,,
87,weight,O,weight,O,ECONOMY,HYBRID,Yes,,,,,,,,
88,only,O,only,O,ECONOMY,HYBRID,Yes,,,,,,,,
89,),O,),O,ECONOMY,HYBRID,Yes,,,,,,,,
90,Compared,O,Compared,O,ECONOMY,HYBRID,Yes,,,,,,,,
91,Thursdays,O,Thursdays,O,ECONOMY,HYBRID,Yes,,,,,,,,
92,Close,O,Close,O,ECONOMY,HYBRID,Yes,,,,,,,,
93,-,O,-,O,ECONOMY,HYBRID,Yes,,,,,,,,
94,Slaughter,O,Slaughter,O,ECONOMY,HYBRID,Yes,,,,,,,,
95,steers,O,steers,O,ECONOMY,HYBRID,Yes,,,,,,,,
96,and,O,and,O,ECONOMY,HYBRID,Yes,,,,,,,,
97,heifers,O,heifers,O,ECONOMY,HYBRID,Yes,,,,,,,,
98,not,O,not,O,ECONOMY,HYBRID,Yes,,,,,,,,
99,tested,O,tested,O,ECONOMY,HYBRID,Yes,,,,,,,,
0,.,O,.,O,ECONOMY,HYBRID,Yes,,,,,,,,
1,,,,,ECONOMY,HYBRID,Yes,,,,,,,,
2,Steers,O,Steers,O,ECONOMY,HYBRID,Yes,,,,,,,,
3,-,O,-,O,ECONOMY,HYBRID,Yes,,,,,,,,
4,Select,O,Select,B-MISC,ECONOMY,HYBRID,No,^,SPURIOUS,,,,,,
5,and,O,and,O,ECONOMY,HYBRID,Yes,,,,,,,,
6,Choice,O,Choice,O,ECONOMY,HYBRID,Yes,,,,,,,,
7,2-4,O,2-4,O,ECONOMY,HYBRID,Yes,,,,,,,,
8,no,O,no,O,ECONOMY,HYBRID,Yes,,,,,,,,
9,sales,O,sales,O,ECONOMY,HYBRID,Yes,,,,,,,,
10,.,O,.,O,ECONOMY,HYBRID,Yes,,,,,,,,
11,,,,,ECONOMY,HYBRID,Yes,,,,,,,,
12,Holstein,O,Holstein,O,ECONOMY,HYBRID,Yes,,,,,,,,
13,-,O,-,O,ECONOMY,HYBRID,Yes,,,,,,,,
14,(,O,(,O,ECONOMY,HYBRID,Yes,,,,,,,,
15,weight,O,weight,O,ECONOMY,HYBRID,Yes,,,,,,,,
16,only,O,only,O,ECONOMY,HYBRID,Yes,,,,,,,,
17,),O,),O,ECONOMY,HYBRID,Yes,,,,,,,,
18,Select,O,Select,O,ECONOMY,HYBRID,Yes,,,,,,,,
19,to,O,to,O,ECONOMY,HYBRID,Yes,,,,,,,,
20,mostly,O,mostly,O,ECONOMY,HYBRID,Yes,,,,,,,,
21,Choice,O,Choice,O,ECONOMY,HYBRID,Yes,,,,,,,,
22,2-3,O,2-3,O,ECONOMY,HYBRID,Yes,,,,,,,,
23,1250-1400,O,1250-1400,O,ECONOMY,HYBRID,Yes,,,,,,,,
24,lbs,O,lbs,O,ECONOMY,HYBRID,Yes,,,,,,,,
25,no,O,no,O,ECONOMY,HYBRID,Yes,,,,,,,,
26,sales,O,sales,O,ECONOMY,HYBRID,Yes,,,,,,,,
27,.,O,.,O,ECONOMY,HYBRID,Yes,,,,,,,,
28,,,,,ECONOMY,HYBRID,Yes,,,,,,,,
29,Holsteins,O,Holsteins,O,ECONOMY,HYBRID,Yes,,,,,,,,
30,-,O,-,O,ECONOMY,HYBRID,Yes,,,,,,,,
31,(,O,(,O,ECONOMY,HYBRID,Yes,,,,,,,,
32,grade,O,grade,O,ECONOMY,HYBRID,Yes,,,,,,,,
33,and,O,and,O,ECONOMY,HYBRID,Yes,,,,,,,,
34,weight,O,weight,O,ECONOMY,HYBRID,Yes,,,,,,,,
35,),O,),O,ECONOMY,HYBRID,Yes,,,,,,,,
36,Choice,O,Choice,O,ECONOMY,HYBRID,Yes,,,,,,,,
37,2-3,O,2-3,O,ECONOMY,HYBRID,Yes,,,,,,,,
38,1250-1450,O,1250-1450,O,ECONOMY,HYBRID,Yes,,,,,,,,
39,lbs,O,lbs,O,ECONOMY,HYBRID,Yes,,,,,,,,
40,no,O,no,O,ECONOMY,HYBRID,Yes,,,,,,,,
41,sales,O,sales,O,ECONOMY,HYBRID,Yes,,,,,,,,
42,Select,O,Select,O,ECONOMY,HYBRID,Yes,,,,,,,,
43,2-3,O,2-3,O,ECONOMY,HYBRID,Yes,,,,,,,,
44,1250-1450,O,1250-1450,O,ECONOMY,HYBRID,Yes,,,,,,,,
45,lbs,O,lbs,O,ECONOMY,HYBRID,Yes,,,,,,,,
46,no,O,no,O,ECONOMY,HYBRID,Yes,,,,,,,,
47,sales,O,sales,O,ECONOMY,HYBRID,Yes,,,,,,,,
48,.,O,.,O,ECONOMY,HYBRID,Yes,,,,,,,,
49,,,,,ECONOMY,HYBRID,Yes,,,,,,,,
50,Heifers,O,Heifers,O,ECONOMY,HYBRID,Yes,,,,,,,,
51,-,O,-,O,ECONOMY,HYBRID,Yes,,,,,,,,
52,Select,O,Select,O,ECONOMY,HYBRID,Yes,,,,,,,,
53,and,O,and,O,ECONOMY,HYBRID,Yes,,,,,,,,
54,Choice,O,Choice,O,ECONOMY,HYBRID,Yes,,,,,,,,
55,2-4,O,2-4,O,ECONOMY,HYBRID,Yes,,,,,,,,
56,no,O,no,O,ECONOMY,HYBRID,Yes,,,,,,,,
57,sales,O,sales,O,ECONOMY,HYBRID,Yes,,,,,,,,
58,.,O,.,O,ECONOMY,HYBRID,Yes,,,,,,,,
59,,,,,ECONOMY,HYBRID,Yes,,,,,,,,
60,Confirmed,O,Confirmed,O,ECONOMY,HYBRID,Yes,,,,,,,,
61,-,O,-,O,ECONOMY,HYBRID,Yes,,,,,,,,
62,None,O,None,O,ECONOMY,HYBRID,Yes,,,,,,,,
63,Week,O,Week,O,ECONOMY,HYBRID,Yes,,,,,,,,
64,Ago,O,Ago,O,ECONOMY,HYBRID,Yes,,,,,,,,
65,-,O,-,O,ECONOMY,HYBRID,Yes,,,,,,,,
66,800,O,800,O,ECONOMY,HYBRID,Yes,,,,,,,,
67,Year,O,Year,O,ECONOMY,HYBRID,Yes,,,,,,,,
68,Ago,O,Ago,O,ECONOMY,HYBRID,Yes,,,,,,,,
69,-,O,-,O,ECONOMY,HYBRID,Yes,,,,,,,,
70,900,O,900,O,ECONOMY,HYBRID,Yes,,,,,,,,
71,,,,,ECONOMY,HYBRID,Yes,,,,,,,,
72,Wk,O,Wk,O,ECONOMY,HYBRID,Yes,,,,,,,,
73,to,O,to,O,ECONOMY,HYBRID,Yes,,,,,,,,
74,Date,O,Date,O,ECONOMY,HYBRID,Yes,,,,,,,,
75,-,O,-,O,ECONOMY,HYBRID,Yes,,,,,,,,
76,None,O,None,O,ECONOMY,HYBRID,Yes,,,,,,,,
77,Week,O,Week,O,ECONOMY,HYBRID,Yes,,,,,,,,
78,Ago,O,Ago,O,ECONOMY,HYBRID,Yes,,,,,,,,
79,-,O,-,O,ECONOMY,HYBRID,Yes,,,,,,,,
80,800,O,800,O,ECONOMY,HYBRID,Yes,,,,,,,,
81,Year,O,Year,O,ECONOMY,HYBRID,Yes,,,,,,,,
82,Ago,O,Ago,O,ECONOMY,HYBRID,Yes,,,,,,,,
83,-,O,-,O,ECONOMY,HYBRID,Yes,,,,,,,,
84,900,O,900,O,ECONOMY,HYBRID,Yes,,,,,,,,
85,,,,,ECONOMY,HYBRID,Yes,,,,,,,,
86,(,O,(,O,ECONOMY,HYBRID,Yes,,,,,,,,
87,(,O,(,O,ECONOMY,HYBRID,Yes,,,,,,,,
88,Chicago,B-LOC,Chicago,B-LOC,ECONOMY,HYBRID,Yes,,,,,,,,
89,newsdesk,O,newsdesk,O,ECONOMY,HYBRID,Yes,,,,,,,,
90,312-408-8720,O,312-408-8720,O,ECONOMY,HYBRID,Yes,,,,,,,,
91,),O,),O,ECONOMY,HYBRID,Yes,,,,,,,,
92,),O,),O,ECONOMY,HYBRID,Yes,,,,,,,,
93,,,,,ECONOMY,HYBRID,Yes,,,,,,,,
94,-DOCSTART-,O,-DOCSTART-,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
95,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
96,Man,O,Man,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
97,stole,O,stole,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
98,pigs,O,pigs,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
99,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
0,tipped,O,tipped,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
1,strippers,O,strippers,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
2,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
3,gets,O,gets,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
4,10,O,10,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
5,years,O,years,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
6,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
7,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
8,APPLETON,B-LOC,APPLETON,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
9,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
10,Wis,B-LOC,Wis,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
11,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
12,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
13,1996-12-06,O,1996-12-06,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
14,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
15,A,O,A,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
16,farmhand,O,farmhand,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
17,used,O,used,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
18,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
19,proceeds,O,proceeds,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
20,from,O,from,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
21,stolen,O,stolen,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
22,pigs,O,pigs,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
23,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
24,lavish,O,lavish,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
25,tips,O,tips,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
26,on,O,on,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
27,dancers,O,dancers,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
28,at,O,at,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
29,strip,O,strip,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
30,clubs,O,clubs,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
31,and,O,and,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
32,offered,O,offered,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
33,one,O,one,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
34,$,O,$,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
35,"3,000",O,"3,000",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
36,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
37,pay,O,pay,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
38,for,O,for,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
39,breast,O,breast,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
40,implant,O,implant,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
41,surgery,O,surgery,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
42,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
43,authorities,O,authorities,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
44,said,O,said,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
45,Friday,O,Friday,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
46,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
47,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
48,In,O,In,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
