row_mod,text,conll#,text,asp_output,domain,format,is_match,mention_level,error_type,illegal_flag,comment,repeated_issue,,,
78,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
79,His,O,His,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
80,previous,O,previous,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
81,posts,O,posts,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
82,include,O,include,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
83,assistant,O,assistant,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
84,director,O,director,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
85,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
86,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
87,national,O,national,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
88,planning,O,planning,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
89,office,O,office,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
90,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
91,Papua,B-LOC,Papua,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
92,New,I-LOC,New,I-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
93,Guinea,I-LOC,Guinea,I-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
94,from,O,from,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
95,1969,O,1969,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
96,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
97,1973,O,1973,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
98,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
99,--,O,--,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
0,Canberra,B-ORG,Canberra,B-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
1,Bureau,I-ORG,Bureau,I-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
2,61-6,O,61-6,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
3,273-2730,O,273-2730,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
4,Yeltsin,B-PER,Yeltsin,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
5,plans,O,plans,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
6,return,O,return,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
7,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
8,Kremlin,B-LOC,Kremlin,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
9,for,O,for,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
10,Dec,O,Dec,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
11,25,O,25,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
12,-,O,-,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
13,speaker,O,speaker,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
14,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
15,MOSCOW,B-LOC,MOSCOW,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
16,1996-12-06,O,1996-12-06,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
17,Russian,B-MISC,Russian,B-MISC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
18,President,O,President,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
19,Boris,B-PER,Boris,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
20,Yeltsin,I-PER,Yeltsin,I-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
21,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
22,who,O,who,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
23,had,O,had,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
24,heart,O,heart,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
25,bypass,O,bypass,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
26,surgery,O,surgery,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
27,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
28,month,O,month,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
29,ago,O,ago,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
30,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
31,plans,O,plans,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
32,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
33,return,O,return,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
34,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
35,work,O,work,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
36,on,O,on,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
37,December,O,December,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
38,25,O,25,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
39,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
40,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
41,head,O,head,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
42,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
43,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
44,upper,O,upper,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
45,chamber,O,chamber,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
46,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
47,parliament,O,parliament,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
48,told,O,told,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
49,Interfax,B-ORG,Interfax,B-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
50,news,O,news,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
51,agency,O,agency,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
52,on,O,on,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
53,Friday,O,Friday,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
54,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
55,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
56,Today,O,Today,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
57,he,O,he,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
58,is,O,is,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
59,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
60,mobile,O,mobile,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
61,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
62,energetic,O,energetic,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
63,man,O,man,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
64,with,O,with,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
65,lots,O,lots,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
66,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
67,colour,O,colour,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
68,in,O,in,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
69,his,O,his,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
70,cheeks,O,cheeks,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
71,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
72,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
73,said,O,said,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
74,Yegor,B-PER,Yegor,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
75,Stroyev,I-PER,Stroyev,I-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
76,who,O,who,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
77,met,O,met,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
78,Yeltsin,B-PER,Yeltsin,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
79,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
80,65,O,65,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
81,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
82,on,O,on,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
83,Friday,O,Friday,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
84,at,O,at,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
85,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
86,country,O,country,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
87,residence,O,residence,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
88,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
89,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
90,He,O,He,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
91,told,O,told,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
92,me,O,me,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
93,that,O,that,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
94,he,O,he,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
95,had,O,had,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
96,lost,O,lost,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
97,20,O,20,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
98,kg,O,kg,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
99,(,O,(,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
0,44,O,44,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
1,lbs,O,lbs,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
2,),O,),O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
3,which,O,which,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
4,is,O,is,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
5,natural,O,natural,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
6,after,O,after,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
7,such,O,such,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
8,an,O,an,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
9,operation,O,operation,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
10,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
11,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
12,December,O,December,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
13,25,O,25,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
14,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
15,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
16,normal,O,normal,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
17,working,O,working,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
18,day,O,day,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
19,in,O,in,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
20,Russia,B-LOC,Russia,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
21,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
22,is,O,is,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
23,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
24,fifth,O,fifth,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
25,anniversary,O,anniversary,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
26,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
27,Yeltsin,B-PER,Yeltsin,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
28,'s,O,'s,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
29,arrival,O,arrival,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
30,in,O,in,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
31,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
32,Kremlin,B-LOC,Kremlin,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
33,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
34,He,O,He,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
35,took,O,took,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
36,over,O,over,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
37,there,O,there,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
38,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
39,and,O,and,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
40,took,O,took,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
41,control,O,control,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
42,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
43,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
44,red,O,red,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
45,button,O,button,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
46,controlling,O,controlling,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
47,nuclear,O,nuclear,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
48,arms,O,arms,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
49,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
50,in,O,in,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
51,December,O,December,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
52,1991,O,1991,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
53,when,O,when,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
54,Mikhail,B-PER,Mikhail,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
55,Gorbachev,I-PER,Gorbachev,I-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
56,resigned,O,resigned,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
57,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
58,marking,O,marking,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
59,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
60,end,O,end,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
61,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
62,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
63,Soviet,B-LOC,Soviet,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
64,Union,I-LOC,Union,I-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
65,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
66,Yeltsin,B-PER,Yeltsin,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
67,has,O,has,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
68,been,O,been,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
69,shown,O,shown,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
70,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
71,few,O,few,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
72,times,O,times,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
73,on,O,on,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
74,television,O,television,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
75,since,O,since,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
76,his,O,his,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
77,quintuple,O,quintuple,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
78,bypass,O,bypass,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
79,on,O,on,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
80,November,O,November,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
81,5,O,5,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
82,but,O,but,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
83,has,O,has,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
84,yet,O,yet,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
85,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
86,deliver,O,deliver,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
87,any,O,any,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
88,major,O,major,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
89,television,O,television,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
90,or,O,or,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
91,radio,O,radio,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
92,address,O,address,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
93,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
94,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
95,nation,O,nation,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
96,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
97,Surgeon,O,Surgeon,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
98,Renat,B-PER,Renat,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
99,Akchurin,I-PER,Akchurin,I-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
0,who,O,who,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
1,led,O,led,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
2,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
3,operation,O,operation,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
4,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
5,told,O,told,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
6,Itar-Tass,B-ORG,Itar-Tass,B-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
7,news,O,news,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
8,agency,O,agency,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
9,Yeltsin,B-PER,Yeltsin,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
10,was,O,was,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
11,working,O,working,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
12,up,O,up,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
13,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
14,four,O,four,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
15,hours,O,hours,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
16,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
17,day,O,day,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
18,at,O,at,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
19,his,O,his,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
20,residence,O,residence,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
21,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
22,Major,B-PER,Major,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
23,'s,O,'s,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
24,office,O,office,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
25,-,O,-,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
26,Conservatives,B-MISC,Conservatives,B-MISC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
27,still,O,still,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
28,have,O,have,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
29,majority,O,majority,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
30,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
31,LONDON,B-LOC,LONDON,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
32,1996-12-06,O,1996-12-06,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
33,British,B-MISC,British,B-MISC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
34,Prime,O,Prime,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
35,Minister,O,Minister,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
36,John,B-PER,John,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
37,Major,I-PER,Major,I-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
38,'s,O,'s,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
39,office,O,office,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
40,said,O,said,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
41,on,O,on,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
42,Friday,O,Friday,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
43,that,O,that,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
44,rebel,O,rebel,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
45,Conservative,B-MISC,Conservative,B-MISC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
46,MP,O,MP,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
47,Sir,O,Sir,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
48,John,B-PER,John,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
49,Gorst,I-PER,Gorst,I-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
50,had,O,had,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
51,not,O,not,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
52,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
53,resigned,O,resigned,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
54,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
55,whip,O,whip,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
56,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
57,(,O,(,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
58,quit,O,quit,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
59,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
60,parliamentary,O,parliamentary,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
61,party,O,party,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
62,),O,),O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
63,and,O,and,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
64,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
65,government,O,government,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
66,still,O,still,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
67,had,O,had,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
68,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
69,majority,O,majority,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
70,in,O,in,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
71,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
72,651-seat,O,651-seat,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
73,parliament,O,parliament,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
74,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
75,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
76,He,O,He,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
77,(,O,(,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
78,Gorst,B-PER,Gorst,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
79,),O,),O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
80,isreserving,O,isreserving,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
81,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
82,right,O,right,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
83,not,O,not,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
